0.0,0.0
2.1812352206043464,-0.007434128677914488
11.302715841935939,-0.16057279575637856
19.620825654700962,-0.47656904469560424
27.605973302214057,-0.9481302676185264
37.886217951586474,-1.7164757116165381
47.46125009480262,-2.608904283292755
57.03853540924657,-3.780570345477745
65.48743437633075,-5.092307297942019
74.42218074781682,-6.7529968452973055
84.43024491867101,-8.849255945884881
93.58207342013652,-10.840783649956004
103.0834045491242,-12.80573124614946
111.80311118158654,-14.409175516922344
120.61257793419568,-15.777312256990808
130.4521845071352,-16.98886289341855
139.69536975791385,-17.849909134517215
149.12467987065895,-18.520156706580085
159.121908895671,-19.12765214773106
168.25600915200943,-19.726512993786773
178.07627994583294,-20.548479633601918
187.13347095570117,-21.544811506054334
196.26092965042892,-22.795370447248125
206.36381244652688,-24.436982232852362
214.95981314811442,-26.0106846325604
224.4897250606945,-27.859825623607936
234.19902240012578,-29.743885253505464
242.6783257841126,-31.30805964466959
252.12778748283756,-32.90738867204338
261.02926982496996,-34.27035813279939
269.9503464789042,-35.531479836645524
279.8761971762035,-36.87377728684891
289.6535585595505,-38.19573509846624
298.7171066112262,-39.49575779973932
307.86955240943666,-40.96705544180717
316.7490730384063,-42.6564275948386
326.29115506268505,-44.88641730453348
335.00631745510674,-47.371292496681576
343.7312615427298,-50.33485748142744
353.0329205960102,-54.019293666714674
361.41843133258703,-57.80112423204439
370.70864538001047,-62.534096487846206
377.80067205452644,-66.56742710682369
385.4246080130236,-71.37294141916547
393.21242969171993,-76.89624022273075
400.43039257366263,-82.70150156971894
407.672254486462,-89.33216093406827
414.00451363921644,-95.87799666113264
420.01593615740103,-102.77187000773573
426.05555242638314,-110.35198800392537
431.6414626194502,-117.91185556505599
436.6358607183916,-125.07540770535327
442.15002471463185,-133.3074021584037
447.1213178850971,-140.918209733869
452.99931414863846,-150.06758964671286
458.3226245447189,-158.49236427355814
463.0347850373182,-166.1068030458869
467.1060179799379,-172.85382960196833
471.7436486722949,-180.81680425291205
